ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_14105	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	borealis	100	90	90	90	90	89	85
Seq_14106	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	97	97	97	96
Seq_14107	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	91	91
Seq_14108	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14109	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	80	80	38	35	10	2
Seq_14110	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	82	82	82
Seq_14111	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	98	98	98	98	95	95
Seq_14112	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	NA	NA	100	62	59	57	57	38	25
Seq_14113	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	74	74	74	74	74	74
Seq_14114	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14115	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	52	52	52	52
Seq_14116	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	48	23	23	16
Seq_14117	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14118	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	97	97	94	85	21	7
Seq_14120	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14121	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	94	94	87	87	87	87
Seq_14122	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	52	50	50	50
Seq_14123	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	87	58	58
Seq_14124	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	64	64	61	37	37	15
Seq_14125	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	61	52	52	52
Seq_14126	Bacteria	NA	NA	NA	NA	NA	NA	100	43	41	41	36	36	36
Seq_14127	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	NA	NA	NA	100	96	96	58	49	29	8
Seq_14128	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	60	60	60	20
Seq_14129	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14130	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14131	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	sapmiensis	100	100	100	98	97	91	86
Seq_14132	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	NA	100	100	100	100	98	98	98
Seq_14133	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	94	94	94	94	77	38
Seq_14134	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	aquaticum	100	76	76	68	68	62	54
Seq_14135	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	97	82	82
Seq_14136	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14137	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	88	88	88	18	18	18	11
Seq_14138	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	97	97
Seq_14139	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	99	99	99	99
Seq_14140	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	99	97	97	97	97	97
Seq_14141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA	100	100	100	100	100	50	16
Seq_14142	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA	100	89	87	67	67	66	66
Seq_14143	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	11	11	11	11
Seq_14144	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA	NA	100	100	100	83	39	19	10
Seq_14145	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	83	83	48	48	48	48
Seq_14146	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	85	85	85	85
Seq_14147	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	95	95	13	13	7	7
Seq_14148	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA	100	100	100	100	100	97	18
Seq_14149	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	66	66	41	37	34	3
Seq_14150	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA	100	100	100	100	55	55	55
Seq_14151	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14152	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA	100	100	100	100	100	100	100
Seq_14153	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14154	Bacteria	Acidobacteriota	Acidobacteriae	TSBb06	NA	NA	NA	100	86	86	76	76	76	76
Seq_14155	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14156	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	92	92	92	92
Seq_14157	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	100	100	100
Seq_14158	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	NA	100	100	100	99	99	56	56
Seq_14159	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	100	100	100
Seq_14160	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_14161	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	78	78
Seq_14162	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	100	100	100	100	96	56	56
Seq_14163	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	78	73	66	66	28	22
Seq_14164	Bacteria	Chloroflexi	AD3	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_14165	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	71	71	71
Seq_14166	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	100
Seq_14167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	NA	100	100	100	100	75	75	39
Seq_14168	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	94	30	24
Seq_14169	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	99	99	75	75	74	74
Seq_14170	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA	NA	100	100	100	100	52	52	52
Seq_14171	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	77	77	77
Seq_14172	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	91	91	91	91	91	91
Seq_14173	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	100	100	63	63
Seq_14174	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	91	91	91
Seq_14175	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	NA	NA	100	97	92	75	54	41	11
Seq_14176	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	64	64
Seq_14177	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	89	86	86	86
Seq_14178	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	100
Seq_14179	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	85	85	85	84	84	84
Seq_14180	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA	100	54	54	54	41	41	41
Seq_14181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	96	96	94	82	54	30
Seq_14182	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	100	100	88	77	70	67
Seq_14183	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	65	65	65
Seq_14184	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	97	97	97
Seq_14185	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	44	44	44	44
Seq_14186	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	94	91	91
Seq_14187	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	76	76	76
Seq_14188	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	99	99	99	99	99	99
Seq_14189	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	NA	NA	NA	100	88	88	56	46	37	4
Seq_14190	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	37	37	31	11
Seq_14191	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA	100	100	100	86	86	77	45
Seq_14192	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	81	81	81
Seq_14193	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14194	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	75	33	33	33	33
Seq_14195	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	98	96	58	58	58	58
Seq_14196	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	NA	100	100	100	100	100	90	90
Seq_14197	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	56	56	56	56	56	56
Seq_14198	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	81	81	81	81
Seq_14199	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14200	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	96	96	51	51	51	51
Seq_14201	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	NA	100	100	100	100	100	88	88
Seq_14202	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	100	100	100	43	36	36
Seq_14203	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	97	74	74
Seq_14204	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	NA	NA	NA	100	97	97	53	49	40	6
Seq_14205	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	89	89	89	86	20	18
Seq_14206	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	99	97	97	95	95	95
Seq_14207	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	100	100	100	100	57	57
Seq_14208	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	62	62	62
Seq_14209	Bacteria	RCP2-54	NA	NA	NA	NA	NA	100	86	86	86	86	86	86
Seq_14210	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	87	87	87
Seq_14211	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	94	94	94	19
Seq_14212	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	16	16	16	16
Seq_14213	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14214	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	52	52	52	52	36	18
Seq_14215	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	72	72	72
Seq_14216	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	96	96	47	46	28	23
Seq_14217	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	97	97	97	97	97	97
Seq_14218	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	100	100	100	100	96	67	67
Seq_14219	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	98	98	89	89	46	46
Seq_14220	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	93	91	46	46	42	42
Seq_14221	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	85	76	76	76	76	76
Seq_14222	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA	100	100	100	66	56	56	29
Seq_14223	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	92	91	36	36	36	36
Seq_14224	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	99	86	84	77	66	52	43
Seq_14225	Bacteria	NA	NA	NA	NA	NA	NA	100	41	17	16	15	10	4
Seq_14226	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	98	98	98	62	57	57
Seq_14227	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA	100	100	100	100	97	97	97
Seq_14228	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	100	100	100	100	100	99	22
Seq_14229	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA	100	100	100	100	98	98	98
Seq_14230	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	100	38	38	38	38
Seq_14231	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	98	98	83	83	83	83
Seq_14232	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	79	79	79	13
Seq_14233	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	67	67	64	53
Seq_14234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	95	93	52	52	52	52
Seq_14235	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	50	50	50	50	50	2
Seq_14236	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	94	93	93
Seq_14237	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	97	97	28	28	26	26
Seq_14238	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA	100	100	100	99	99	99	99
Seq_14239	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	99	98	47	47	47	47
Seq_14240	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_14241	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	100	100	100	48	48	48
Seq_14242	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	NA	100	100	100	100	100	61	60
Seq_14243	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA	100	100	100	100	100	39	39
Seq_14244	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	NA	100	100	100	100	86	65	65
Seq_14245	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	97	97	97	97
Seq_14246	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Telmatobacter	NA	100	99	99	90	90	76	57
Seq_14247	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14248	Bacteria	NA	NA	NA	NA	NA	NA	98	13	6	6	6	6	2
Seq_14249	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	parisiensis	100	98	98	98	98	98	55
Seq_14250	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	86	86	86	63
Seq_14251	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA	100	96	94	72	72	43	37
Seq_14252	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	99	99	34	34	33	33
Seq_14253	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	78	78	78
Seq_14254	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	61	25	10	10
Seq_14255	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_14256	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	100	100	100	100	96	54	33
Seq_14257	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	100	100	78	78	78	52	23
Seq_14258	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	89	89
Seq_14259	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	76	76	76
Seq_14260	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	99	47	47	47	47
Seq_14261	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	100	100	100	95	95	95	94
Seq_14262	Bacteria	NA	NA	NA	NA	NA	NA	100	46	46	46	40	40	40
Seq_14263	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	100	100	100	100	49	49	49
Seq_14264	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	100	100	100
Seq_14265	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA	100	100	100	100	100	96	96
Seq_14266	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	99	99	99	82	81	81
Seq_14267	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	79	79	79
Seq_14268	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	58	58	58	58	17	8
Seq_14269	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	94	91	66	37	29	29
Seq_14270	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	87	82	82	82
Seq_14271	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	98	98	98	98
Seq_14272	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	NA	100	100	100	100	100	100	100
Seq_14273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	99	99	27	27	27	27
Seq_14274	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100	100
Seq_14275	Bacteria	NA	NA	NA	NA	NA	NA	100	40	40	40	40	36	17
Seq_14276	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	NA	100	100	100	100	100	65	65
Seq_14277	Bacteria	NA	NA	NA	NA	NA	NA	100	41	24	24	23	23	23
Seq_14278	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	75	75	75	75	75	71
Seq_14279	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	subterranea	100	83	83	72	72	72	72
Seq_14280	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	79	79	79	79	56	56
Seq_14281	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA	100	99	99	99	99	99	99
Seq_14282	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	67	67	67	65
Seq_14283	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA	100	100	100	100	100	100	100
Seq_14284	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	94	94	94
Seq_14285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	subterranea	100	95	95	84	84	82	76
Seq_14286	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	100	99	99
Seq_14287	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	66	66	66
Seq_14288	Bacteria	NA	NA	NA	NA	NA	NA	100	47	44	44	34	18	18
Seq_14289	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA	100	100	100	100	100	100	100
Seq_14290	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	100	95	94	63	62	62	62
Seq_14291	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	99	99	62	62	12	10
Seq_14292	Bacteria	NA	NA	NA	NA	NA	NA	100	48	46	46	46	46	46
Seq_14293	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	99	68	37	37	37	37
Seq_14294	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	72	72	72	72
Seq_14295	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA	100	100	100	92	92	88	80
Seq_14296	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	91	91
Seq_14297	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA	100	100	100	100	100	96	83
Seq_14298	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	99	99	99
Seq_14299	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	93	93	93
Seq_14300	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	98	98	38	38	38	8
Seq_14301	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	63	63	63
Seq_14302	Bacteria	WPS-2	NA	NA	NA	NA	NA	100	99	99	99	99	99	99
Seq_14303	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	99	99	98	98	98	98
Seq_14304	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA	100	100	98	86	86	86	86
Seq_14305	Bacteria	NA	NA	NA	NA	NA	NA	99	35	22	22	8	2	2
Seq_14306	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA	100	93	93	93	93	43	29
Seq_14307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	98	97	50	50	50	50
Seq_14308	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	79	79	77	77	77	25
Seq_14309	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	100	100	100	100	34	33	33
Seq_14310	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	80	79	76	76	76	21
Seq_14311	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	99	99	99
Seq_14312	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	63	63	61	61	61	29
Seq_14313	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	96	96	96
Seq_14314	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	99	99
Seq_14315	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA	100	100	100	100	88	88	88
Seq_14316	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	87	87	87
